time,amplitude,label
0.0,0.02453258070496718,
4.987531172069826e-05,-0.028471107927157138,
9.975062344139652e-05,0.00023675055765987312,
0.00014962593516209475,-0.012771560142926682,
0.00019950124688279303,-0.01659272507440493,
0.00024937655860349125,0.010804806279637934,
0.0002992518703241895,-0.0008172623497385281,
0.00034912718204488776,0.002231894452596899,
0.00039900249376558606,-0.007805018198000162,
0.0004488778054862843,0.013249918357971931,
0.0004987531172069825,-0.005835967489032312,
0.0005486284289276808,-0.007282247137690967,
0.000598503740648379,0.03515030437424944,
0.0006483790523690773,-0.029565950916568558,
0.0006982543640897755,-0.03866419532679751,
0.0007481296758104738,-0.01832278452289981,
0.0007980049875311721,-0.006872507595694066,
0.0008478802992518703,-0.02972389947348915,
0.0008977556109725686,-0.016970059081177154,
0.0009476309226932668,0.016673770293948002,
0.000997506234413965,-0.003783183918760291,
0.0010473815461346633,-0.013788422250387523,
0.0010972568578553616,-0.02447280257780763,
0.00114713216957606,-0.009548148841373373,
0.001197007481296758,-0.004217247969109583,
0.0012468827930174563,-0.021933928668161594,
0.0012967581047381546,-0.007865694163989603,
0.001346633416458853,-0.015208823400980735,
0.001396508728179551,-0.03428129387039371,
0.0014463840399002493,-0.018542478894368903,
0.0014962593516209476,-0.021849600054267795,
0.001546134663341646,0.00782174438277775,
0.0015960099750623442,-0.018492316208151942,
0.0016458852867830423,-0.015315210406311572,
0.0016957605985037406,-0.004352804234773286,
0.001745635910224439,-0.01619710990029628,
0.0017955112219451373,-0.02202501142724724,
0.0018453865336658353,0.010185738849698082,
0.0018952618453865336,-0.010521128688095896,
0.001945137157107232,-0.03273486763842229,
0.00199501246882793,-0.01708252159733242,
0.0020448877805486283,-0.004100702535719456,
0.0020947630922693266,-0.05846782575526862,
0.002144638403990025,0.003147238024290202,
0.0021945137157107233,-0.007313230154937877,
0.0022443890274314216,-0.01275083165909587,
0.00229426433915212,-0.03984056709863312,
0.0023441396508728177,-0.03540687466129686,
0.002394014962593516,-0.04220054849986476,
0.0024438902743142144,-0.047283977423295306,
0.0024937655860349127,-0.04800930613887097,
0.002543640897755611,-0.0038850285788755365,
0.0025935162094763093,0.005212412888428025,
0.0026433915211970076,-0.029763541200552003,
0.002693266832917706,-0.020606214604826235,
0.002743142144638404,-0.022467386953269473,
0.002793017456359102,-0.010118035857091593,
0.0028428927680798004,-0.02149034667279883,
0.0028927680798004987,-0.024399210352476837,
0.002942643391521197,-0.004636910934212885,
0.0029925187032418953,-0.013659193139136971,
0.0030423940149625936,-0.013837435311823005,
0.003092269326683292,-0.02946126450845675,
0.00314214463840399,-0.030674982020750734,
0.0031920199501246885,0.01065474141545656,
0.0032418952618453864,-0.0037471370412266065,
0.0032917705735660847,-0.00227027450531209,
0.003341645885286783,-0.012879468577740796,
0.0033915211970074813,-0.04528142190848343,
0.0034413965087281796,-0.05141312409250958,
0.003491271820448878,-0.030832751297589278,
0.003541147132169576,-0.031974841785014,
0.0035910224438902745,-0.024841267040223446,
0.0036408977556109724,-0.013502570035868532,
0.0036907730673316707,-0.005009439708659788,
0.003740648379052369,0.0005377822961312728,
0.0037905236907730673,-0.005914067629848762,
0.0038403990024937656,-0.027844038011594695,
0.003890274314214464,0.0008669520272699648,
0.003940149625935162,-0.010017341495081577,
0.00399002493765586,-0.01699777970715893,
0.004039900249376558,-0.04332727820002749,
0.004089775561097257,-0.025093620463639665,
0.004139650872817955,-0.0030176696278180724,
0.004189526184538653,-0.025622194896337654,
0.004239401496259352,-0.02615493609069626,
0.00428927680798005,-0.01134039535966815,
0.004339152119700748,-0.005490161822336607,
0.0043890274314214465,-0.00913596298689432,
0.004438902743142145,-0.02118889084598394,
0.004488778054862843,-0.02037595824781832,
0.004538653366583541,-0.008954676840529727,
0.00458852867830424,-0.058189386506203304,
0.004638403990024938,-0.02114298781714018,
0.0046882793017456355,0.02433803317253247,
0.004738154613466334,-0.036157371255868626,
0.004788029925187032,-0.026107842132998334,
0.00483790523690773,-0.012179587128004214,
0.004887780548628429,-0.028594279216281278,
0.004937655860349127,-0.04991109938853068,
0.004987531172069825,-0.01717939193653829,
0.005037406483790524,-0.016214894453295263,
0.005087281795511222,-0.03617225704125433,
0.00513715710723192,-0.005731310493948878,
0.0051870324189526185,-0.011443840620764801,
0.005236907730673317,-0.010606462944982957,
0.005286783042394015,-0.022819342136672666,
0.0053366583541147134,-0.027011639053444628,
0.005386533665835412,-0.031459350737699315,
0.00543640897755611,-0.010342618711016528,
0.005486284289276808,-0.018988716521529194,
0.005536159600997507,0.011549076928866392,
0.005586034912718204,-0.015341559525741899,
0.005635910224438902,-0.00580855947404061,
0.005685785536159601,-0.017360913597759743,
0.005735660847880299,-0.015767829525243537,
0.005785536159600997,-0.014394135383739497,
0.005835411471321696,-0.02287414791937327,
0.005885286783042394,-0.027535564226540542,
0.005935162094763092,-0.010266832851087487,
0.0059850374064837905,-0.035050605889650734,
0.006034912718204489,-0.04000872086543508,
0.006084788029925187,-0.016957036347911517,
0.0061346633416458855,-0.025190480502109883,
0.006184538653366584,-0.002572788788873348,
0.006234413965087282,-0.025723823346382232,
0.00628428927680798,-0.03823738025839258,
0.006334164588528679,0.012939816186383905,
0.006384039900249377,-0.013217833151895437,
0.006433915211970074,0.0008184998890362772,
0.006483790523690773,-0.026977499015526412,
0.006533665835411471,-0.014903027046456008,
0.006583541147132169,-0.01486494813975113,
0.006633416458852868,-0.01832346182820746,
0.006683291770573566,-0.019027718291327253,
0.006733167082294264,-0.04136017477848644,
0.0067830423940149626,-0.03301130563227465,
0.006832917705735661,-0.002106070894199499,
0.006882793017456359,-0.018282628913392104,
0.0069326683291770575,0.0179384266276622,
0.006982543640897756,-0.024716971338611206,
0.007032418952618454,0.00010280158885500948,
0.007082294264339152,-0.007445421574067618,
0.007132169576059851,0.016720441168769168,
0.007182044887780549,-0.029463196599475317,
0.007231920199501247,-0.00885871909576216,
0.007281795511221945,-0.023763048447868005,
0.007331670822942643,0.00440945261006509,
0.007381546134663341,-0.0191880007143646,
0.00743142144638404,-0.004046397810951449,
0.007481296758104738,0.0011284717508540047,
0.007531172069825436,-0.008524382521357924,
0.007581047381546135,-0.005559974379419298,
0.007630922693266833,-0.002885255592139666,
0.007680798004987531,0.002592318791991426,
0.0077306733167082295,-0.012063208920785936,
0.007780548628428928,-0.017471910774544967,
0.007830423940149626,-0.01638517028002632,
0.007880299251870324,0.0038930527697334646,
0.007930174563591023,0.006509302045438937,
0.00798004987531172,-0.016838222207839874,
0.00802992518703242,-0.020000151142242868,
0.008079800498753117,-0.014652806190030197,
0.008129675810473816,-0.0035151310689917913,
0.008179551122194513,0.00806907591073706,
0.008229426433915213,0.0046554186412664286,
0.00827930174563591,-0.02391624978954257,
0.00832917705735661,-0.006375005981338715,
0.008379052369077307,-0.024152020244585803,
0.008428927680798006,-0.0037629544216475244,
0.008478802992518703,0.016306602343293293,
0.0085286783042394,0.027089061722073746,
0.0085785536159601,0.005658628922097609,
0.008628428927680797,-0.01219387423060326,
0.008678304239401496,-0.02877635893586521,
0.008728179551122194,-0.0072532754455717705,
0.008778054862842893,0.007600794468576954,
0.00882793017456359,0.011698111409885997,
0.00887780548628429,0.026832956970357064,
0.008927680798004987,-0.004049444744353083,
0.008977556109725686,-0.023810385956115555,
0.009027431421446384,0.002459785788464709,
0.009077306733167083,-0.002940704235287309,
0.00912718204488778,0.005687595202307038,
0.00917705735660848,0.0205792191681493,
0.009226932668329177,0.018307985228247232,
0.009276807980049876,-0.005684333263471427,
0.009326683291770574,-0.0030169787592475247,
0.009376558603491271,-0.009254480964302404,
0.00942643391521197,0.012469711871025524,
0.009476309226932668,0.014596961717905685,
0.009526184538653367,0.011171430162310318,
0.009576059850374064,-0.004097288148516537,
0.009625935162094763,-0.005760259638036267,
0.00967581047381546,-0.019908943977560968,
0.00972568578553616,-0.011980247279534402,
0.009775561097256857,0.012241338496303125,
0.009825436408977557,-0.01261280066508532,
0.009875311720698254,-0.00042679891268080673,
0.009925187032418953,0.011355703863358504,
