time,amplitude
0.0,0.013256889309349231
4.987531172069826e-05,-0.012901613116800815
9.975062344139652e-05,-0.00571042198363786
0.00014962593516209475,-0.01910352384707609
0.00019950124688279303,-0.042161803557797785
0.00024937655860349125,-0.009776084391011365
0.0002992518703241895,-0.010840704311701933
0.00034912718204488776,-0.008702567308989488
0.00039900249376558606,-0.018946620190996192
0.0004488778054862843,0.007413418103637816
0.0004987531172069825,0.003438677117253147
0.0005486284289276808,0.027050566105675872
0.000598503740648379,-0.008385538018302819
0.0006483790523690773,-0.003858623485406017
0.0006982543640897755,0.007126167700516532
0.0007481296758104738,0.01337315254808659
0.0007980049875311721,0.029020008395376384
0.0008478802992518703,-0.02151578887649868
0.0008977556109725686,0.0128701193114875
0.0009476309226932668,0.010003357500094344
0.000997506234413965,0.009544559908752956
0.0010473815461346633,-0.005652794421440128
0.0010972568578553616,0.01615190924895276
0.00114713216957606,0.036982445310895354
0.001197007481296758,0.023647745927563253
0.0012468827930174563,0.017846104221598415
0.0012967581047381546,0.011807182973755076
0.001346633416458853,-0.008536949379249002
0.001396508728179551,0.024868235065315124
0.0014463840399002493,0.013158480586630886
0.0014962593516209476,0.010533568778212408
0.001546134663341646,0.0024145894025343877
0.0015960099750623442,-0.017675448791327972
0.0016458852867830423,0.019966776978457522
0.0016957605985037406,-0.027613960121547126
0.001745635910224439,0.0028272629182596477
0.0017955112219451373,0.01989051350287896
0.0018453865336658353,0.029438696758144485
0.0018952618453865336,0.01576166764575153
0.001945137157107232,0.023772138083770142
0.00199501246882793,0.004482145402106546
0.0020448877805486283,-0.004142645205317047
0.0020947630922693266,-0.0020138065405800824
0.002144638403990025,0.01133177722473603
0.0021945137157107233,-0.013965714125524857
0.0022443890274314216,0.051177833857730115
0.00229426433915212,0.014808538582855336
0.0023441396508728177,0.013233605880174776
0.002394014962593516,0.014272383703355141
0.0024438902743142144,0.01357570507056065
0.0024937655860349127,0.011985968107431216
0.002543640897755611,0.007982305094897807
0.0025935162094763093,0.027643355237630632
0.0026433915211970076,0.00727723901260424
0.002693266832917706,0.011410699897600227
0.002743142144638404,0.0384212270100977
0.002793017456359102,0.013575572076846343
0.0028428927680798004,-0.0003605032031395363
0.0028927680798004987,0.053078227868793855
0.002942643391521197,-0.0030619478723376593
0.0029925187032418953,0.013330142868443239
0.0030423940149625936,0.019317047791020482
0.003092269326683292,0.010515911493236276
0.00314214463840399,0.027146058952459782
0.0031920199501246885,0.0404200388209632
0.0032418952618453864,0.006288695897344175
